동영상제목,조회수,좋아요수,게시일,댓글내용,댓글작성자,댓글좋아요수,댓글작성일
왜 천재 자바스크립트 개발자는 사라졌을까?,55611,1605,2023-11-19T11:30:08Z,이 정도면 코딩을 위해서 인생의 많은 부분을 희생시켰을 거 같은데..  대단하네여,@노민준-i5w,99,2023-11-19T11:50:56Z
,,,,"01:54 문학계에서도 셰익스피어가 수많은 다작을 한 걸 보고 ""셰익스피어는 한 개인이 아니라 특정 단체의 이름이다"" 라는 추측이 있기도 했죠 ㅋㅋ",@TV샌즈,40,2023-11-19T15:09:13Z
,,,,"재미있는 이야기네요 : ) 자주해주세요~~ 
투자 받는 것보다 그 자체로 생산하는 것은 훨씬 어려운 것은 사실인 것 같습니다.
Thanks TJ, Guillermo Rauch and Nomad Coders.",@김영민-w2i4t,48,2023-11-19T11:45:43Z
,,,,50억 투자 받는것보다 월 1천만원 벌기가 훨씬 더 어렵다 - 스타트업을 향한 핵미사일 투척이네요,@nessenty,41,2023-11-19T13:01:57Z
,,,,"스타트업은 지금 joke 가 맞습니다. 실제로 기술이있어서 빠르게 론칭하기위한 열정적인 엔지니어를 찾는 회사대신,
이런 아이디어가있고 이렇게 세일즈를 할 수 있을거같고 우리는 벤처 캐피탈을 이렇게 올려놨으니 이제 와서 현실로 만들어줄 사람~ 이 현재 스타트업계의 현실입니다. 공감하고가네요…
그리고 tj… 당신덕분에 개발자하면서 먹고삽니다. 고맙습니다!",@tunacant9106,38,2023-11-20T02:14:11Z
,,,,"영상을 보고 나니까. 오픈 소스 커뮤니티는 어떻게 유지될 수 있을까 생각이 듭니다. 여러 목적으로 다양한 사람들이 참여하는 커뮤니티의 개인과 이를 적절히 이용하고 사업화하는 자본주의 영역 간에 공존을 어떻게 할 수 있을까요.
영상에서 본 tj의 이야기는 단편적이지만, 만약 내가 만든 작품이 프로그램이 계획이 더 큰 자본과 조직력에 의해서 모방당한다면 정말 슬플겁니다. 세상에는 다양한 아이디어가 있고 이를 무작정 감추고 보호하는 건 좋지 못한 일 입니다만, 요즘 뉴스를 보면 그런 아이디어를 살짝만 변형해서 단물만 쏙 빼먹어버리고 정당한 대가를 지불하지 않는 모습을 보아서 걱정이 됩니다.",@user-cr4jj2bh1v,39,2023-11-19T12:13:17Z
,,,,정말 놀라운 업적을 남겼지만 돈 번 사람들은 따로 있다니... 많이  안타깝네요. 저는 오픈소스 소프트웨어를 쓸땐 감사의 마음으로 개발자나 개발 회사에 기부를 하고 있습니다.,@PabinongTV,16,2023-11-20T16:45:36Z
,,,,"수많은 사람들이 그에게 도움을 받았고 존경하지만, 그에게 금전적 이득을 주는 사람들의 수는 많지 않았다.",@enoeht9629,14,2023-11-20T02:06:37Z
,,,,"분명 누군가가 만들어논걸 잘 활용하는것도 좋지만 
내가 나를 위해 또는 다수를 위해 내껄 직접 만드는것이 더 대단한것 같네요. 
이번 영상은 꽤 인상깊습니다.",@saltpie5176,4,2023-12-02T07:25:03Z
,,,,감명을 주는 개발자네요. 롤모델로 삼고 싶을 정도로,@SRVortigaunt,21,2023-11-19T12:19:23Z
그 많던 jQuery를 누가 죽였나?,55342,1165,2023-11-12T11:30:15Z,"📌 자바스크립트 기초부터 배워보기 (*무료*)
https://bit.ly/3FRKlNL
-
📌 직접 만들면서 코딩 배우기  (*무료*)
https://bit.ly/46W9XVC",@nomadcoders,2,2023-11-12T11:37:20Z
,,,,"JS가 쓰기 쉽게 발전하도록 해준것에 적지 않은 공로가 있다고 생각합니다.
저런 개발자 편의성 라이브러리를 누가 필요로 하지 않았다면 여전히 불편하게 개발하고 있었겠죠",@lwh1120,43,2023-11-12T14:53:51Z
,,,,언젠가는 React를 가리켜 이렇게 코딩하던 날들도 있었다 하면서 되돌아보는 날이 올 걸 기대해 봅니다.,@dorian0623,19,2023-11-13T00:03:43Z
,,,,"처음 입문하면서 jquery 쓸땐 이거 없으면 어떻게 만드나 싶엇던게,
js에선 queryselector가 나오고 ajax에선 axios나 fetch같은 라이브러리를 쓰니 자연스레 jquery를 안쓰게됨.
제작자 및 기여자분들에게 정말 감사할 따름....",@Mir2SKY2,14,2023-11-13T01:48:46Z
,,,,JS가 이렇게 사람 모습으로 변하게 된게 jQuery의 최고의 업적이지... 그전에는 그냥 프랑켄슈타인 이었어...,@용이내가된다,8,2023-11-13T00:45:36Z
,,,,"제이쿼리가 굉장히 웹에 미친 영향이 어마무시했었네요. 단순히 편하다는 것뿐 아니라, 자바스크립트와 css가 발전하는 데에 큰 영향을 준 프로젝트군요. 
이런 역사를 모르면 그냥 제이쿼리를 과거의 산물로만 치부했을 듯 한데....",@kimjinyoung31,8,2023-11-14T05:58:41Z
,,,,jquery 난 너무 좋은데...안없어졌으면,@stevegargana3455,5,2023-11-13T03:25:14Z
,,,,공공기관에서는 아직도 많이 사용중...ㅠㅠ,@jonathanchoi7159,18,2023-11-12T11:43:42Z
,,,,리액트 뷰 엑스프레스가 싸울 때도 제이쿼리는 자랑스러운 점유율 70%를 가졌죠,@user-bJyDbmHPSerhH8FQLDq3,7,2023-11-12T14:51:05Z
,,,,"Thank you, John",@ohyoungho6810,3,2023-11-12T11:39:52Z
파이어베이스 킬러? 요즘 대세는 수파베이스!,66755,1500,2023-11-05T11:30:23Z,"📌 직접 만들면서 코딩 배우기  (*무료*)
https://bit.ly/46W9XVC",@nomadcoders,14,2023-11-05T11:37:11Z
,,,,항상 좋은 정보 감사합니다. 수파베이스 굉장히 흥미롭네요! 수파베이스 + 플러터 강의 올려주심 너무 좋을 것 같아요.,@그린새,12,2023-11-05T17:28:39Z
,,,,"프로덕션으로 사용 중인데, 몇 가지 불편한 점이 있어요. 
1. 자바스크립트용 ORM은 기능이 많지 않아서 group by 같은 것도 지원하지 않아요. 그래서 복잡한 쿼리를 하려면 function을 만들거나 prisma를 연결해서 사용해야 해요. 그래도 부족한 점은 있고요.
2. self-host를 사용하면 egde function, log, report 같은 클라우드에서 사용 가능한 기능이 빠져요.
3. 그래서 다음에는 EdgeDB를 사용하려고 생각 중이에요.",@user-aosdi8adifu0sdfa,20,2023-11-06T03:48:28Z
,,,,Supabase 강의가 아주아주 필요합니다!!,@KimsGambit,3,2023-11-09T14:43:06Z
,,,,"Superbase 강의도 해주세요. Also if you are able to, would love to be able to sign up for advanced SQL lectures that you would create.",@jonathanpark873,2,2023-12-19T20:53:08Z
,,,,"self host로 운영하다가, 슬슬 지쳐서 supabase로 갈아타보려 합니다! 이 영상을 이전에 들어두었던 터라 부담없이 시작해볼 수 있게 됐어요 감사합니다~",@sinerdj,1,2024-10-03T12:53:45Z
,,,,딱 고민하던 거였는데 수파베이스를 알게됐어요!,@내머릿속꽃밭,3,2023-11-05T16:12:27Z
,,,,supabase 아쉬운게 종량제 가격정책이 아니더라고요 전에 사이드 플젝할 때 스토리지만 조금 크게 사용하고 싶었는데 수파베이스는 그게 안돼서 어쩔수 없이 firebase로 선택했어요,@AMATEURTOSS,10,2023-11-05T11:52:45Z
,,,,좋은 정보 감사 수파베이스 새로운 백엔드 좋네요.,@제트-c4n,2,2023-11-06T01:20:16Z
,,,,"난 개발자는 아닌데 이 형님 말하는 에너지 넘치는 화법이 참 매력적이라서 계속 보게 되더라,",@mixxxxpunch,10,2023-11-06T06:59:32Z
전설의 프로그래머 형님의 찐 공부법!,131861,4444,2023-10-29T11:30:09Z,"📌 직접 만들어보면서 코딩 배우기  (*무료*)
https://nomadcoders.co/courses#free?utm_source=youtube&utm_medium=yt_long&utm_campaign=courses&utm_content=regular_sales&utm_term=new_students_231029",@nomadcoders,19,2023-10-29T11:36:05Z
,,,,맞어 혼자서 책사서 공부했던거 따라할때야 좋았지. 솔찍히 시간 지나면 싹 잊어버림. 역시 현장에서 사양 정해주면 그게에 맞춰서 대가리 터져가면서 코딩하고 검색하고 버그 고치고 했을때 익힌 기술이 10년이 지난 지금도 머릿속에 남아있슴. 역시 목표가 있어야 됨.,@ariosk5583,37,2023-10-30T14:36:43Z
,,,,"항상 실력에 대한 압박감이 있고.. 공부해야 된다는 압박감이 있었는데 

아무리 천재라도 도서관에 있는 책을 전부 읽을수 없다. 필요한 시점에 필요한 부분을 찾아서 읽으면 된다. 라는 생각을 가지고 난 이후부터 맘이 많이 편해짐.

대부분은 몰라도 됨.",@안성철-y9g,13,2023-11-12T19:57:48Z
,,,,그치만 그게 책이나 강의를 보지 말란 말은 아닌... 순서가 중요한거 같아요 어느 정도 훈련이 되었다면 기본기를 다시 다지는 작업이 어느정도는 필요한거 같습니다. 다만 어느정도 경지에 오른 분들은 책을 볼 필요 없이 그냥 레퍼런스만 봐도 충분하다고 생각합니다.,@sungjuyea4627,13,2023-10-30T11:18:39Z
,,,,"이거 맞음. 나 그 동안 코딩에 관심 가지고 책도 많이 보고 했지만, 큰 진전 없었는데, 얼마전에 아무것도 모르는 상태에서 일하는 가게 예약시스템 만들려고 시작해서 결국엔 프론트엔드랑 백엔드 다 만들게 되었음. 가게 매출 많이 늘었고 코시국 극복하는데 도움이 되었음. aws랑 vercel로 돌리는 작은 서비스라 비용도 거의 없다시피함. 아무래도 내가 뭣모르고 만든거라 UI UX에 아쉬운 점이 좀 있어서 조금씩 개선하면서 1년 6개월 동안 큰 문제 없이 잘 굴러가고 있음. 확실히 만들면서 실력이 생기더라. 웹서비스 돌아가는거 아무것도 몰랐는데 만들면서 배움. 특히 실시간 예약 받으려고 인터넷 뒤져보고 웹소켓이라는 걸 알게 되었는데, 웹소켓 예제가 1:1 채팅하는 예제라 이거 어떻게 예약시스템에 쓰지 한 이틀 헤매다가 마침내 아 웹소켓이 이렇게 돌아가는 거구나 깨달았을 때  기분 진짜 좋더라. ㅎㅎ",@slowkim2548,77,2023-12-05T06:27:55Z
,,,,"크게 공감됩니다. 과거에 대학교 졸업하고 프로그래머로 뭘 할수나 있을까? 좀 막연하게 고민이 많았는데 친구의 제의로 사업을 시작하게 되면서 거의 반 강제로 실전 프로그래밍에 뛰어들게 되었거든요. 근데 결국 인터넷 강의도, 대학 수업도, 과제도 아닌 그냥 사업하면서 해본 프로그래밍이 저를 가장 크게 성장시킨것 같네요. 지금도 Flutter 같은 언어 새로 시작할때 강의나 책은 딱히 찾아보지 않고 스스로 미니프로젝트 정해두고 만들면서 공부합니다, 여유 있을땐 공식 문서 좀 둘러보면 기능같은건 다 들어오더라구요.",@yongjunkim791,59,2023-10-30T00:15:19Z
,,,,너무나도 당연하고 자연스레 알게 되는 거지만... 막상 실천하려고 하면 잘 안되는... 이런 사람들은 누군가 자극을 줘야만 하거나 자극을 받을 수 있는 환경에 항상 노출되어 있어야 함... 그래야 시작이라도 함...,@0101-u7u,5,2023-11-28T03:37:59Z
,,,,수동적으로 움직이지말고 능동적으로 움직여 보라는거군요!! 오늘도 좋은 영상 감사합니다.,@serendipity9688,9,2023-10-29T13:46:45Z
,,,,항상 느끼는 것. 영상 내용대로 목적이 있어야한다. 라는 것.,@NIHILncunia,4,2023-10-30T10:30:43Z
,,,,제 경험으로는 이정도면 만들수있겠다 싶은거 만들면안되고 이걸 과연 내가 할수있을까 할만한걸 만들어봐야 실력이 많이 늘었던거같아요,@zzz-ej5fy,4,2023-11-17T14:18:32Z
2023년 나온 따끈따끈 신상 CSS 알려드림.,25308,776,2023-10-22T11:30:20Z,"📌 니꼬쌤과 코딩 시작하기 (*무료*)
https://nomadcoders.co/courses#free?utm_source=youtube&utm_medium=yt_long&utm_campaign=courses&utm_content=regular_sales&utm_term=new_students_231022",@nomadcoders,5,2023-10-22T11:34:04Z
,,,,스크롤 기능이 css만으로 작성 할 수 있다니 좋네요. 포트 폴리오 만들 때 인터섹션 옵저버도 좋긴한데 css로 편하게 만들 수 있어서 적용하기 좋을 것 같습니다.,@이민범-z7s,9,2023-10-22T16:18:21Z
,,,,와이거미쳣다 감사합니다 바로 적용할거에요,@-oy1ex,1,2023-11-06T04:18:20Z
,,,,언제나감사하고사랑합니다^-^,@amirockstar_,1,2023-10-31T12:10:25Z
,,,,좋은 기능이 추가 됐네요.,@codedog7257,6,2023-10-22T11:49:25Z
,,,,와 이거 미쳤다,@인덩-z6b,3,2023-10-22T12:45:16Z
,,,,CSS 작성만으로 Scroll Animation을 적용할 수 있다니 모든 브라우저에서 얼른 사용될 수 있으면 좋겠네요~,@mobe_e,2,2023-10-23T12:04:49Z
,,,,light-dark 너무 좋네요 감사합니다!!!,@blk2728,0,2023-10-27T03:17:21Z
,,,,ohhhhh it works. Thanks a lot Nico쌤,@hyelanlee3644,1,2023-10-24T06:50:42Z
,,,,언능 모든 브라우저에서 공식 지원이 되면 좋겠네요 ㅎㅎ,@애뭉-c2u,1,2023-10-29T01:17:42Z
결제연동 10분컷. 한방에 몽땅 설명해드림!,41020,1276,2023-10-19T11:30:09Z,"웹사이트 결제연동이 이렇게 간단하다고?! 
결제 연동 솔루션 포트원과 함께 결제 페이지 구축을 위한 시간과 비용을 아끼세요!   

📌 포트원으로 결제연동 테스트해보기 : https://bit.ly/46pSapw 
📌 포트원 개발자센터 : https://bit.ly/3PY2JJo",@nomadcoders,28,2023-10-19T11:50:56Z
,,,,"진짜 가식 1도 없이 코딩 배우는데 니꼬쌤 안본다?
상상도 안되네요.. 진짜 니꼬쌤 항상 사랑합니다🔥🔥",@lIIllIllIIIll,11,2023-10-21T13:03:49Z
,,,,"진짜 이런거 알려주시는 분은 니꼬쌤 밖에 없는듯....
니꼬쌤 짱",@user-bJyDbmHPSerhH8FQLDq3,10,2023-10-19T14:59:12Z
,,,,웹상의 결제를 하는 방식이 혼자서 할 땐 어려울 때가 많았는데 노마드코더님을 통해 더 많은 방식을 알 수 있었습니다. 앞으로도 유용한 웹 개발 지식을 알림으로 더 성장한 노마드코더님이 되길 바래요 !! 다양한 지식을 전파해주셔서 감사합니다,@김수현-m8e,5,2023-10-25T01:37:28Z
,,,,아이엠포트가 포트원으로 리브랜딩 되었나보네요! 반가운 소식 공유 감사합니다!,@__proto__.toString,9,2023-10-19T14:40:35Z
,,,,니꼬가 평일에 영상 올린거면 진짜 알려주고싶다는 뜻이다;; 감삼다!!,@my_roki,8,2023-10-19T14:39:57Z
,,,,이거는 진짜 미쳤다…,@-qz1yr,3,2023-11-06T04:19:41Z
,,,,어머 이건 당장 써야돼,@스바-t1o,4,2023-10-19T12:31:10Z
,,,,와 진짜 니코 감사합니다,@장현수-s1p,4,2023-10-19T12:05:37Z
,,,,웹상의 결제가 이런 식으로 이뤄지는 군요. 평소에 궁금했던 건데 해결되었습니다.,@rockofpeople,3,2023-10-19T14:19:02Z
아직도 크롬 써요? 업무효율 미친 브라우저 등장!,200379,4560,2023-10-15T11:30:17Z,"📌 니꼬쌤과 코딩 시작하기 (*무료*)
https://nomadcoders.co/courses#free?utm_source=youtube&utm_medium=yt_long&utm_campaign=courses&utm_content=regular_sales&utm_term=new_students_231015",@nomadcoders,27,2023-10-15T11:31:42Z
,,,,진짜 디자인 미친 너무 예뻐요,@Jiho04,18,2023-10-15T15:50:09Z
,,,,"Love this 💙💙 Thanks for checking out Arc, just shared this internally with the whole team, made our day :)",@TheBrowserCompany,27,2023-10-16T18:46:48Z
,,,,"아크 깔아놓기만 하고 손 안대고 있었는데 ..
역시 니콜라스 쌤은 늘 다시 쓰게끔 하는 마법을 부림 ㅋㅋㅋ
감사합니다",@Square2017,36,2023-10-15T14:17:49Z
,,,,언제나 유쾌한 니코쌤! 오늘 영상도 감사해요!,@rayawesome6762,9,2023-10-15T12:24:11Z
,,,,크롬에서 광고차단기 설치  유튜브 잘 사용해왔는데 얼마전부터 광고차단기 쓰지말라고 팝업창 뜨길래 네이버 웨일로 갈아탔는데  대만족.. 마우스 단축키 지정도 되서  탭 이동 ALT + 휠 해놓으니 너무 편하네...이전탭 갈려고 ctrl+shift+tab 누르기 불편했는데 alt+휠 올리니까 너무 편하네,@건일-n3c,12,2023-10-17T03:10:13Z
,,,,"Arc 몇달간 사용해봤는데, 사용성이 너무 좋았었습니다. 어떤 일에 몰입하고 싶을 때 상단바에 탭이 없으니 시각적으로 부담이 없고 집중할 수 있었습니다. 그리고 다양한 기능을 지원하고 디자인도 너무 편ㅡ안하고 예뻐서 공부할때 자주 사용합니다. 니코쌤이 소개해주실줄은 몰랐는데 여기서 보다니 너무 감격입니다 ㅋㅋㅋㅋㅋ",@박민수-v4z,127,2023-10-15T12:00:08Z
,,,,몇 달 동안 써보고 있는데 굉장히 마음에 드는 브라우저예요! 일단 디자인이 정말정말 예뻐서 보기가 좋고 쓰기 편리한 기능들이 많아요. 저는 특히 빠르게 검색할 게 있으면 리틀 아크로 찾아보는 게 되게 편하더라고요. 아크 맥스는 아직 많이 안 써봤지만 호버 시 요약해주는 기능이 영어만... 된다는 점을 빼면 상당히 유용해 보이더라고요. 단점은 한글 지원이 잘 되지 않아요. 한국어로 검색하면 마지막 글자가 잘려서 꼭 띄어쓰기를 해줘야 돼요. 또 배터리를 많이 잡아먹는다는 평이 많길래 오리온도 같이 써보면서 비교해봤는데 제 환경에서만 그런 건지는 몰라도 둘이 비슷비슷하더라고요. 개인적으로는 진짜 마음에 드는 브라우저라 윈도우에서도 쓰고 싶은데 얼른 출시됐으면 좋겠네요 😊,@glow2588,11,2023-10-16T21:59:10Z
,,,,업무용 랩탑이 윈도우라 아직 쓰기 어렵겠지만 집에서 쓰는 맥북에는 미리 깔아둬야겠네요. 기대되는 프로젝트입니다...워...,@closedfrom,10,2023-10-15T14:10:30Z
,,,,"이 영상으로 Arc를 알게 되었고 바로 메인 브라우저로 바꿨습니다
크롬, 파이어폭스, 사파리 등등 많은 브라우저들을 써왔는데Arc는 완전히 새로운 브라우징 경험을 할 수 있게 해주네요
맥은 Arc로 완전 이주가 끝났고, 아이폰도 적응해서 Arc로 깔맞춤 해보겠습니다",@misterkinn,4,2023-10-18T15:23:22Z
